3_3868_4_5602.wav|산성비가 내릴 때 비를 맞지 않도록 조심해라. 엄마, 저 용돈 좀 올려 주시면 안 돼요?
3_4188_4_1516.wav|그 사람이 화를 내는 건 드문 일이다. 이 길은 가로등이 없어서 너무 위험해요.
3_3663_4_1708.wav|얼마나 자주 인터넷에 접속하십니까? 곧 그리 갈게.
4_4845_4_5101.wav|오랜만에 때를 밀었더니 시원해. 전쟁이 터질까 무서워요.
4_2339_2_0666.wav|이 화장품은 주름을 펴 주는 기능이 있어요. 저도 암이 심각한 병이라는 건 알아요.
3_4136_3_2394.wav|저번 시간에 선생님이 출석 불렀어? 아내가 어젯밤 딸을 낳았어.
3_1721_4_1594.wav|부모님께 결혼 승낙은 받았어? 저는 겁이 많은 편이에요.
2_1097_3_2638.wav|스트레스 때문에 머리가 하얗게 셌어요. 고용주는 합법적으로 파업 중인 근로자를 해고할 수 없다.
3_1144_3_1291.wav|그 문제는 검토 중입니다. 나 지금 여행갈 처지가 못 돼.
4_2066_3_2991.wav|어제 경기는 겨우 이겼어요. 이번 선거의 투표율은 매우 낮았다.
4_4194_3_4967.wav|저희는 알코올 음료를 팔지 않습니다. 미국에 가려면 영어를 할 줄 알아야 해요.
3_3424_1_0927.wav|북한은 아직도 사회주의 체제를 유지하고 있다. 엄마는 나한테 제발 동생과 그만 싸우라고 소리쳤다.
4_0841_3_0432.wav|그건 제가 대답하기 힘든 질문이네요. 방금 손수건을 떨어뜨리셨어요.
3_0030_4_1748.wav|기혼이세요, 미혼이세요? 그 광고로 우리 기업의 이미지가 좋아졌다.
4_1284_1_0315.wav|그걸 믿다니 너도 참 어리석구나. 그녀에게 다가가서 말을 걸었습니다.
3_1888_3_0614.wav|올 여름은 칠십 년대 패션이 다시 유행하고 있다. 이제는 아무도 이 거리를 오가지 않습니다.
3_4455_3_4303.wav|구구단 외울 수 있어? 물체는 중력 때문에 지면으로 떨어지게 돼 있다.
3_1932_1_1016.wav|나는 이 가방이 진짜인지 가짜인지 구분이 안 돼요. 비 오는 날 빨리 운전하면 매우 위험하다.
3_4052_4_5056.wav|이모가 그제 돌아가셨어요. 저는 감기에 걸리면 코로 숨을 못 쉬어요.
3_3157_3_4986.wav|수류탄을 터뜨리기 전에 삼십 초를 주겠다! 생맥주
4_2064_3_4097.wav|먼저 양쪽의 견해를 분명히 이해할 필요가 있습니다. 시험이 한 달 앞으로 다가왔어요.
4_4795_2_1119.wav|국이 좀 싱거워요. 저는 화려한 분위기를 별로 안 좋아합니다.
4_1850_4_5018.wav|음식을 골고루 먹어라. 담배 연기 때문에 숨이 막혀요.
2_0258_3_2314.wav|신발 끈이 안 풀리게 단단히 묶어라. 언제 데리러 갈까?
4_1838_4_0381.wav|고기 먹으러 가자. 네 머리는 빗이 좋아야 해.
4_0545_3_3717.wav|다친 발목이 심하게 부었어요. 다음 사거리에서 우회전하세요.
4_0133_2_1120.wav|고기 좀 잡았어요? 저는 그 사람에게 죄가 없다는 확고한 믿음이 있습니다.
3_0048_4_0935.wav|오늘은 바로 제 귀가 빠진 날이에요. 노란 단추가 달린 저 블라우스가 마음에 들어요.
3_1122_4_1824.wav|그는 글쓰기에 열중해서 그녀가 오는 것도 알아채지 못했다. 저는 내년에 고등학생이 돼요.
1_0581_3_1935.wav|조금만 깎아 주세요. 뭐 샀니?
4_1066_4_3608.wav|그때까지 도착하기는 어려울 것 같네요. 학교까지 별로 안 멀어서 걷기로 했어.
4_1538_1_0694.wav|지금은 배가 안 고파요. 게다가 라면도 별로 안 좋아하고요. 사람들은 다른 사람이 자신을 무시할 때 화가 나는 법이다.
2_0399_4_1921.wav|그녀에게는 묘한 매력이 있다. 구두 닦으세요.
3_2559_3_1067.wav|그것은 명백한 사실입니다. 접시에 조심스럽게 내려놓으세요.
4_5558_3_4712.wav|여름철에는 음식이 쉽게 상한다. 이건 완전한 문장이 아냐.
3_0186_3_4866.wav|저는 젖이 안 나와서 아들한테 분유를 먹일 수밖에 없었어요. 그럼 나더러 어쩌라고?
4_0227_3_4855.wav|반복되는 일상이 너무 지루해요. 이것저것 샀어요.
4_3685_3_1313.wav|너는 인생의 목표가 뭐니? 하이힐을 신고 우아하게 걷고 싶어요.
1_0022_3_3679.wav|어디에서 영어를 배우셨어요? 제 블로그 조회 수는 하루 오백 회 정도 됩니다.
4_3656_3_2151.wav|세 시에 중요한 미팅이 있어요. 금연 구역
4_0093_4_2027.wav|안녕, 나중에 보자. 사회 계층
2_0136_4_0269.wav|네가 무슨 생각을 하고 있는지 궁금해. 정면을 바라보고 움직이지 마세요.
4_4828_3_4011.wav|장사는 신용이 생명입니다. 월급은 매달 이십오 일입니다.
3_2267_3_1962.wav|아버지는 손주를 원하세요. 계산서 부탁합니다.
3_0962_4_1231.wav|내가 하는 일이 너무 지겨워요. 큰 코가 그 사람 얼굴의 특징이야.
3_2503_3_3201.wav|저는 제가 떨어질 줄 알았어요. 적절한 환경을 구축하면 조직 문화를 개선할 수 있습니다.
4_1639_4_1837.wav|이 공장에는 외국인 근로자가 많이 있어요. 이 옷은 참 고급스럽네요.
2_0604_1_1027.wav|모두 세심하게 확인했어? 그는 전국 방방곡곡을 여행했다.
1_0773_4_2653.wav|그 소식은 우리를 깜짝 놀라게 했다. 재즈는 저한테 너무 어려워요.
4_5176_3_2186.wav|빵이 너무 딱딱해서 씹을 수가 없어. 유리창이 너무 지저분해요.
4_1570_3_0602.wav|나 지금 겁나서 죽을 것 같아. 강의 중에는 자리를 뜨지 말아 주십시오.
1_0026_3_0559.wav|소영이 좀 바꿔 주세요. 다리 떨지 마.
4_0954_3_0168.wav|내가 단지 운이 좋았을 뿐이야. 비만은 관절에 무리를 줄 수 있다.
4_2302_3_0332.wav|노래를 잘하려면 호흡 조절이 중요해요. 왜 그렇게 머리를 짧게 깎았어?
3_2841_2_0822.wav|이 강좌는 서예를 배우고 싶은 사람 누구에게나 열려 있어요. 뭐가 그리 우습니?
4_1453_4_4596.wav|저는 결혼이 감옥이라고 생각해요. 명동성당으로 가는 길 좀 알려 주시겠어요?
4_1057_4_3070.wav|일기예보가 아무래도 틀린 듯하다. 오늘 행사를 진행할 분을 소개하겠습니다.
3_0700_3_4528.wav|많은 개, 고양이들이 차 멀미에 시달린다는 걸 아세요? 개가 아이를 무는 일은 극히 드뭅니다.
3_1122_3_4310.wav|그는 글쓰기에 열중해서 그녀가 오는 것도 알아채지 못했다. 그 두 방법은 본질적으로 동일하다.
1_0359_4_3370.wav|저는 대학에서 국문학을 공부할 거예요. 엄마 핸드폰이 꺼져 있어요.
4_3218_4_0869.wav|웃겨서 죽을 뻔했어. 저는 반의 대표로 회의에 참석했습니다.
4_1567_3_1763.wav|저는 감기에 걸려도 약을 잘 안 먹어요. 세상을 저주한다고 무슨 소용이 있어?
3_4397_3_0458.wav|중간 크기의 양파를 길게 자르세요. 누군가 창문을 두드리는 소리가 들렸다.
4_0373_3_4715.wav|많은 사람들이 현재의 시스템에 대해 비판적이다. 왜 내 약점을 건드리는 거예요?
3_0607_4_4241.wav|우리가 얼마나 걸어온 거죠? 이십 년 전에는 피씨를 갖고 있는 사람이 많이 없었다.
4_3265_4_2495.wav|최선을 다하는 것보다 중요한 것은 없죠. 일상 생활에서 한복을 입는 일은 거의 없습니다.
4_3362_3_1816.wav|우리 가족은 피부가 까만 편이에요. 당신에게 무슨 일이 있었는지 정확히 진술해 주세요.
4_2760_1_0152.wav|머리를 자를 때가 된 것 같아요. 지금 춤출 기분이 아냐.
4_2620_4_3244.wav|짧은 끈 두 개를 이어 봐. 잠시 하던 일 중단하고 이쪽으로 와 보세요.
4_1289_3_3065.wav|어머니는 제가 어서 결혼하기를 바라세요. 범인은 아직 잡히지 않고 있다.
4_2793_4_0238.wav|감독 말로는 그 영화를 제작하는 데 오 년이 걸렸대요. 방금 뭐라고 하셨어요?
3_1226_4_1441.wav|그는 자신이 원하는 바를 이루기 위해 늘 최선을 다한다. 등 뒤로 감춘 게 뭐니?
3_2289_3_3028.wav|시어머니는 좋은 분이시지만 저는 아직 어머님이 어려워요. 동네 불량배들이 어린아이들을 괴롭힌다.
3_0917_4_5515.wav|나 너무 외로워. 그 여자의 연기는 왠지 자연스럽지가 않아.
3_0475_3_3221.wav|침대 시트를 안으로 집어넣어 드릴까요? 김 과장님은 완전히 일 중독이에요.
4_2790_3_2808.wav|감기에 걸렸을 때는 쉬는 게 제일이야. 트랙 네 바퀴는 일 마일에 해당한다.
3_1801_4_3635.wav|위로해 주셔서 고맙습니다. 비가 오면 차가 미끄러지기 쉬워요.
